index	label	sentence	pos	v_index	definition
amm-fragment02 1757	0	Because their nasal openings were on the top of their heads they could even continue to breathe if it became necessary( see p. 115) to totally submerge.	VERB	14	To proceed with ; to prolong .
c8t-fragment01 78	0	Hearing the noise of the car she turned and he saw a peaked, delicate face framed with red-gold hair.	VERB	10	To cut  with a saw.
b1g-fragment02 1060	0	As the need for more extensive, high-resolution yet consistent and up-to-date data becomes more pressing, increased use of remote sensing seems inevitable.	VERB	12	begin to be; turn into.
b1g-fragment02 929	0	Observing and improving our understanding of dominant forcing functions;	VERB	2	To make  better; to increase the value or productivity .
kcv-fragment42 4197	0	I thinks it's near Denise.	VERB	1	To ponder, to go over in one's head.
ew1-fragment01 106	0	He went on to quote the response that had been received from editors:	VERB	4	To repeat .
as6-fragment01 77	0	The Urban Programme consisted of grants and initiatives under the 1969 Local Government Grants( Social Need) Act, which was intended as a flexible instrument to provide supplementary help to local authorities in the fields of housing, education, and health.	VERB	25	To make a living; earn money for necessities.
ea7-fragment03 858	0	William IX's crusade of 1101 brought about serious financial problems in Aquitaine which caused rapid devaluation in the hitherto stable currency; and Robert Curthose's decision to mortgage Normandy to William Rufus in order to cover his crusading expenses exacerbated a conflict over the duchy which was not settled until the death of his son William Clito in 1128.	NOUN	36	crusading
crs-fragment01 91	0	About 230 people attended the conference, held in April 1985.	VERB	3	To turn one's consideration ; to deal with , to look after.
kbw-fragment17 6118	0	I suppose a little Greek mythology did fit in really, lived with you as long you've lived with him really!	VERB	1	To take for granted; to conclude, with less than absolute supporting data; to believe.
ab9-fragment03 942	1	His small bright blue eyes swept disparagingly over the minimalized black and white flooring, stainless steel chairs and black wooden bar.	VERB	5	To clean  by means of a stroking motion of a broom or brush.
c8t-fragment01 7	0	It swung open at his touch but closing it, as always, was more difficult and he lugged and half lifted it into place and slipped the circle of wire over the gatepost with a familiar sensation of having turned his back on the workaday world and entered country which, no matter how frequent his visits, would always be alien territory.	VERB	1	To rotate about an off-centre fixed point.
a1g-fragment26 399	0	The East German government's decision to let the refugees leave across their own country came as a surprise to many, including some West German diplomats.	VERB	20	To bring into a group, class, set, or total as a  part or member.
alp-fragment01 94	0	Probably the best illustration of the assisting method in action during the course comes in the fifth session when Somerset practitioners take the logic of working with the problem in the community to its ultimate conclusion.	VERB	25	To do a specific task by employing physical or mental powers.
kbh-fragment02 198	0	So I said, if you are a good girl you can choose a cake.	VERB	2	To pronounce.
kbj-fragment17 1609	0	I've told you what to do.	VERB	1	To narrate.
a7y-fragment03 203	1	It was surely repugnant to commonsense that in this area of legal activity a local authority should be prosecuted by one of its tenants without first being given the opportunity by that tenant to remedy the consequences of a neglect to repair the dwelling that the tenant occupied.	VERB	27	To move, shift, provide something abstract or concrete to someone or something or somewhere.
kbw-fragment42 15090	0	need to read a song?	VERB	0	To have an absolute requirement for.
kbh-fragment09 1307	0	I can't hear you I'm sorry wait till we get in the shop too noisy all these cars isn't it there we are nearly there now nearly there.	VERB	9	To obtain; to acquire.
ahb-fragment51 730	0	After four months they closed down owing us ̴�3,500, says Shabira.	VERB	6	To be under an obligation to give something back to someone or to perform some action for someone.
ccw-fragment03 1674	0	He stared into my eyes, challenging me to defy him, and when I did not move he looked back to Ellen.	VERB	1	To appear as a featured performer or headliner, especially in an entertainment program.
ahf-fragment63 1181	0	B AGEHOT'S phrase comes in a passage in which he appears to propound the dispiriting theory that a politician, if he wants to get anywhere, must appeal to the average man.	VERB	12	To put forward; to offer for discussion or debate.
ab9-fragment03 935	0	Without Angela Morgan, at least two major clients were in danger of not getting the assiduous service they were paying for, and it would be well worth trying to see if one of them, whom he knew to be a fellow refugee from family life at the weekends, could be found.	VERB	27	To attempt; to endeavour. Followed by infinitive.
a6u-fragment02 260	0	Kahlo's naked body becomes not just the tortured self of her personal biography but a visual counterpart to the injured and defiled manifestations of Mexico's colonised past: La Llorona the weeping woman of popular myth and La Chingada, the raped and abused mother described in Paz's The Labyrinth of Solitude.	VERB	39	To strike something sharply with one's knuckles; knock.
fet-fragment01 185	0	Some deflowered rose bushes, on the left a stretch of the park red-ochre the soil scorched by the sun, covered with fallen pine needles.	VERB	21	To be moved downwards.
a1f-fragment10 176	1	Sir: On Saturday you published an advertisement for the 10 extra pages of news and features that you, The Independent, will carry from 2 October.	VERB	21	To lift  and take it to another place; to transport  by lifting.
b1g-fragment02 1258	0	Indeed, no major studies of evacuation due to hazards have been undertaken in recent times and this is a widely recognized deficiency which no research funding body seems willing to rectify.	VERB	20	To match  to a memory of some previous encounter with the same person or thing.
fpb-fragment01 1117	0	Half an hour after the inspector left, as if to prove his point, the lavatory refused to flush.	VERB	6	To have a consequence or remnant.
kcv-fragment42 4176	0	They last a day when they're old look my mother what they really last a day.	VERB	1	To perform, carry out.
g0l-fragment01 219	0	So what's all this got to do with the deaths of our agents? continued the DDA.	VERB	13	To proceed with ; to prolong .
as6-fragment01 103	1	It was providing 27,500 training places( often in conjunction with the Manpower Services Commission): some 2,500 buildings were being improved; estate action aimed to tackle run down housing; and a large number of new partnerships( which some might see as subsidies, or discredited regional grants, in a new guise) were in operation, in an effort to bring private investment to run-down urban areas.	VERB	38	To perceive or detect someone or something with the eyes, or as if by sight.
a6u-fragment02 295	1	The inter-relationship of body and dress so self-consciously referred to in many of Kahlo's most polemical works( Fig. 12) has been strangely inverted by her current popularity.	VERB	22	To turn  upside down or inside out; to place in a contrary order or direction.
